,kv,phases,inservice,pos,blob,secids,contraction
7,16.0,3.0,True,"(237043.7529030898, 3813497.898041254)","POLYGON ((237041.80199986964 3813487.600102748, 237040.85005631726 3813487.8385521946, 237039.92606876616 3813488.169160227, 237039.03893572153 3813488.5887429086, 237038.1972007596 3813489.093259429, 237037.40897024816 3813489.6778510185, 237036.68183527794 3813490.33688774, 237036.02279855617 3813491.0640227105, 237035.43820696676 3813491.852253222, 237034.9336904463 3813492.6939881835, 237034.5141077647 3813493.581121228, 237034.1834997325 3813494.5051087793, 237033.94505028578 3813495.457052332, 237033.80105582307 3813496.4277841486, 237033.7529030898 3813497.407955552, 237033.80105582307 3813498.3881269554, 237033.94505028578 3813499.358858772, 237034.1834997325 3813500.3108023247, 237034.5141077647 3813501.234789876, 237034.9336904463 3813502.1219229205, 237035.43820696676 3813502.963657882, 237036.02279855617 3813503.7518883934, 237036.68183527794 3813504.479023364, 237037.40897024816 3813505.1380600855, 237038.1972007596 3813505.722651675, 237039.03893572153 3813506.2271681954, 237039.92606876616 3813506.646750877, 237040.85005631726 3813506.9773589093, 237041.80199986964 3813507.215808356, 237042.7727316865 3813507.359802819, 237043.7529030898 3813507.407955552, 237044.7330744931 3813507.359802819, 237045.70380630996 3813507.215808356, 237046.65574986234 3813506.9773589093, 237047.57973741344 3813506.646750877, 237048.46687045807 3813506.2271681954, 237049.30860542 3813505.722651675, 237050.09683593144 3813505.1380600855, 237050.82397090166 3813504.479023364, 237051.48300762344 3813503.7518883934, 237052.06759921284 3813502.963657882, 237052.5721157333 3813502.1219229205, 237052.9916984149 3813501.234789876, 237053.3223064471 3813500.3108023247, 237053.56075589382 3813499.358858772, 237053.70475035653 3813498.3881269554, 237053.7529030898 3813497.407955552, 237053.70475035653 3813496.4277841486, 237053.56075589382 3813495.457052332, 237053.3223064471 3813494.5051087793, 237052.9916984149 3813493.581121228, 237052.5721157333 3813492.6939881835, 237052.06759921284 3813491.852253222, 237051.48300762344 3813491.0640227105, 237050.82397090166 3813490.33688774, 237050.09683593144 3813489.6778510185, 237049.30860542 3813489.093259429, 237048.46687045807 3813488.5887429086, 237047.57973741344 3813488.169160227, 237046.65574986234 3813487.8385521946, 237045.70380630996 3813487.600102748, 237044.7330744931 3813487.456108285, 237043.7529030898 3813487.407955552, 237042.7727316865 3813487.456108285, 237041.80199986964 3813487.600102748))",[169484961],
10,16.0,3.0,True,"(236506.6776578076, 3813595.0414999565)","POLYGON ((236504.72675458743 3813584.743561451, 236503.77481103505 3813584.9820108977, 236502.85082348395 3813585.31261893, 236501.96369043933 3813585.7322016116, 236501.1219554774 3813586.236718132, 236500.33372496595 3813586.8213097216, 236499.60658999573 3813587.480346443, 236498.94755327396 3813588.2074814136, 236498.36296168456 3813588.995711925, 236497.8584451641 3813589.8374468866, 236497.4388624825 3813590.7245799312, 236497.1082544503 3813591.6485674824, 236496.86980500357 3813592.600511035, 236496.72581054087 3813593.5712428517, 236496.6776578076 3813594.551414255, 236496.72581054087 3813595.5315856584, 236496.86980500357 3813596.502317475, 236497.1082544503 3813597.4542610277, 236497.4388624825 3813598.378248579, 236497.8584451641 3813599.2653816235, 236498.36296168456 3813600.107116585, 236498.94755327396 3813600.8953470965, 236499.60658999573 3813601.622482067, 236500.33372496595 3813602.2815187885, 236501.1219554774 3813602.866110378, 236501.96369043933 3813603.3706268985, 236502.85082348395 3813603.79020958, 236503.77481103505 3813604.1208176124, 236504.72675458743 3813604.3592670592, 236505.6974864043 3813604.503261522, 236506.6776578076 3813604.551414255, 236507.6578292109 3813604.503261522, 236508.62856102776 3813604.3592670592, 236509.58050458014 3813604.1208176124, 236510.50449213124 3813603.79020958, 236511.39162517586 3813603.3706268985, 236512.2333601378 3813602.866110378, 236513.02159064924 3813602.2815187885, 236513.74872561946 3813601.622482067, 236514.40776234123 3813600.8953470965, 236514.99235393063 3813600.107116585, 236515.49687045108 3813599.2653816235, 236515.9164531327 3813598.378248579, 236516.2470611649 3813597.4542610277, 236516.48551061162 3813596.502317475, 236516.62950507432 3813595.5315856584, 236516.6776578076 3813594.551414255, 236516.62950507432 3813593.5712428517, 236516.48551061162 3813592.600511035, 236516.2470611649 3813591.6485674824, 236515.9164531327 3813590.7245799312, 236515.49687045108 3813589.8374468866, 236514.99235393063 3813588.995711925, 236514.40776234123 3813588.2074814136, 236513.74872561946 3813587.480346443, 236513.02159064924 3813586.8213097216, 236512.2333601378 3813586.236718132, 236511.39162517586 3813585.7322016116, 236510.50449213124 3813585.31261893, 236509.58050458014 3813584.9820108977, 236508.62856102776 3813584.743561451, 236507.6578292109 3813584.599566988, 236506.6776578076 3813584.551414255, 236505.6974864043 3813584.599566988, 236504.72675458743 3813584.743561451))",[18619198],
11,16.0,3.0,True,"(236507.8305554872, 3813633.8161956593)","POLYGON ((236505.87965226703 3813623.5182571537, 236504.92770871465 3813623.7567066005, 236504.00372116355 3813624.0873146327, 236503.11658811892 3813624.5068973145, 236502.274853157 3813625.011413835, 236501.48662264555 3813625.5960054244, 236500.75948767533 3813626.255042146, 236500.10045095356 3813626.9821771164, 236499.51585936415 3813627.770407628, 236499.0113428437 3813628.6121425894, 236498.5917601621 3813629.499275634, 236498.26115212988 3813630.423263185, 236498.02270268317 3813631.375206738, 236497.87870822047 3813632.3459385545, 236497.8305554872 3813633.326109958, 236497.87870822047 3813634.3062813613, 236498.02270268317 3813635.277013178, 236498.26115212988 3813636.2289567306, 236498.5917601621 3813637.1529442817, 236499.0113428437 3813638.0400773264, 236499.51585936415 3813638.881812288, 236500.10045095356 3813639.6700427993, 236500.75948767533 3813640.39717777, 236501.48662264555 3813641.0562144914, 236502.274853157 3813641.640806081, 236503.11658811892 3813642.1453226013, 236504.00372116355 3813642.564905283, 236504.92770871465 3813642.895513315, 236505.87965226703 3813643.133962762, 236506.8503840839 3813643.2779572248, 236507.8305554872 3813643.326109958, 236508.8107268905 3813643.2779572248, 236509.78145870735 3813643.133962762, 236510.73340225974 3813642.895513315, 236511.65738981083 3813642.564905283, 236512.54452285546 3813642.1453226013, 236513.3862578174 3813641.640806081, 236514.17448832883 3813641.0562144914, 236514.90162329905 3813640.39717777, 236515.56066002083 3813639.6700427993, 236516.14525161023 3813638.881812288, 236516.64976813068 3813638.0400773264, 236517.0693508123 3813637.1529442817, 236517.3999588445 3813636.2289567306, 236517.6384082912 3813635.277013178, 236517.78240275392 3813634.3062813613, 236517.8305554872 3813633.326109958, 236517.78240275392 3813632.3459385545, 236517.6384082912 3813631.375206738, 236517.3999588445 3813630.423263185, 236517.0693508123 3813629.499275634, 236516.64976813068 3813628.6121425894, 236516.14525161023 3813627.770407628, 236515.56066002083 3813626.9821771164, 236514.90162329905 3813626.255042146, 236514.17448832883 3813625.5960054244, 236513.3862578174 3813625.011413835, 236512.54452285546 3813624.5068973145, 236511.65738981083 3813624.0873146327, 236510.73340225974 3813623.7567066005, 236509.78145870735 3813623.5182571537, 236508.8107268905 3813623.374262691, 236507.8305554872 3813623.326109958, 236506.8503840839 3813623.374262691, 236505.87965226703 3813623.5182571537))",[172773681],
13,16.0,3.0,True,"(236156.3718876887, 3813760.99406147)","POLYGON ((236155.3917162854 3813750.5521285017, 236154.42098446854 3813750.6961229644, 236153.46904091616 3813750.9345724112, 236152.54505336506 3813751.2651804434, 236151.65792032043 3813751.684763125, 236150.8161853585 3813752.1892796457, 236150.02795484706 3813752.773871235, 236149.30081987684 3813753.4329079567, 236148.64178315506 3813754.160042927, 236148.05719156566 3813754.9482734385, 236147.5526750452 3813755.7900084, 236147.1330923636 3813756.6771414448, 236146.8024843314 3813757.601128996, 236146.56403488468 3813758.5530725485, 236146.42004042197 3813759.523804365, 236146.3718876887 3813760.5039757686, 236146.42004042197 3813761.484147172, 236146.56403488468 3813762.4548789887, 236146.8024843314 3813763.4068225413, 236147.1330923636 3813764.3308100924, 236147.5526750452 3813765.217943137, 236148.05719156566 3813766.0596780987, 236148.64178315506 3813766.84790861, 236149.30081987684 3813767.5750435805, 236150.02795484706 3813768.234080302, 236150.8161853585 3813768.8186718915, 236151.65792032043 3813769.323188412, 236152.54505336506 3813769.7427710937, 236153.46904091616 3813770.073379126, 236154.42098446854 3813770.311828573, 236155.3917162854 3813770.4558230354, 236156.3718876887 3813770.5039757686, 236157.352059092 3813770.4558230354, 236158.32279090886 3813770.311828573, 236159.27473446124 3813770.073379126, 236160.19872201234 3813769.7427710937, 236161.08585505697 3813769.323188412, 236161.9275900189 3813768.8186718915, 236162.71582053034 3813768.234080302, 236163.44295550056 3813767.5750435805, 236164.10199222233 3813766.84790861, 236164.68658381174 3813766.0596780987, 236165.1911003322 3813765.217943137, 236165.6106830138 3813764.3308100924, 236165.941291046 3813763.4068225413, 236166.17974049272 3813762.4548789887, 236166.32373495543 3813761.484147172, 236166.3718876887 3813760.5039757686, 236166.32373495543 3813759.523804365, 236166.17974049272 3813758.5530725485, 236165.941291046 3813757.601128996, 236165.6106830138 3813756.6771414448, 236165.1911003322 3813755.7900084, 236164.68658381174 3813754.9482734385, 236164.10199222233 3813754.160042927, 236163.44295550056 3813753.4329079567, 236162.71582053034 3813752.773871235, 236161.9275900189 3813752.1892796457, 236161.08585505697 3813751.684763125, 236160.19872201234 3813751.2651804434, 236159.27473446124 3813750.9345724112, 236158.32279090886 3813750.6961229644, 236157.352059092 3813750.5521285017, 236156.3718876887 3813750.5039757686, 236155.3917162854 3813750.5521285017))",,
44,16.0,3.0,True,"(237177.45118142292, 3813615.9577355264)","POLYGON ((237187.76560956912 3813591.058204824, 237186.79487775225 3813591.202199287, 237185.84293419987 3813591.4406487336, 237184.91894664877 3813591.771256766, 237184.03181360415 3813592.1908394475, 237183.19007864222 3813592.695355968, 237182.40184813077 3813593.2799475575, 237181.67471316055 3813593.938984279, 237181.01567643878 3813594.6661192495, 237180.43108484938 3813595.454349761, 237179.92656832893 3813596.2960847225, 237179.5069856473 3813597.183217767, 237179.1763776151 3813598.1072053183, 237178.9379281684 3813599.059148871, 237178.7939337057 3813600.0298806876, 237178.74578097241 3813601.010052091, 237178.7939337057 3813601.9902234944, 237178.9379281684 3813602.960955311, 237179.1763776151 3813603.9128988637, 237179.5069856473 3813604.836886415, 237179.92656832893 3813605.7240194594, 237179.97392942992 3813605.803036683, 237179.40208464308 3813605.6597970203, 237178.4313528262 3813605.5158025576, 237177.45118142292 3813605.4676498245, 237176.47101001962 3813605.5158025576, 237175.50027820276 3813605.6597970203, 237174.54833465038 3813605.898246467, 237173.62434709928 3813606.2288544993, 237172.73721405465 3813606.648437181, 237171.89547909272 3813607.1529537016, 237171.10724858128 3813607.737545291, 237170.38011361106 3813608.3965820125, 237169.72107688928 3813609.123716983, 237169.13648529988 3813609.9119474944, 237168.63196877943 3813610.753682456, 237168.21238609782 3813611.6408155006, 237167.8817780656 3813612.5648030518, 237167.6433286189 3813613.5167466043, 237167.4993341562 3813614.487478421, 237167.45118142292 3813615.4676498245, 237167.4993341562 3813616.447821228, 237167.6433286189 3813617.4185530446, 237167.8817780656 3813618.370496597, 237168.21238609782 3813619.2944841483, 237168.63196877943 3813620.181617193, 237169.11667543493 3813620.9903013916, 237169.09862860382 3813620.983844132, 237168.14668505144 3813620.7453946853, 237167.17595323457 3813620.6014002226, 237166.19578183128 3813620.5532474895, 237165.215610428 3813620.6014002226, 237164.24487861112 3813620.7453946853, 237163.29293505874 3813620.983844132, 237162.36894750764 3813621.3144521643, 237161.481814463 3813621.734034846, 237160.64007950108 3813622.2385513666, 237160.2458454576 3813622.5309352605, 237159.48205046353 3813622.0731341587, 237158.5949174189 3813621.653551477, 237157.6709298678 3813621.322943445, 237156.71898631542 3813621.084493998, 237155.74825449855 3813620.9404995353, 237154.76808309526 3813620.892346802, 237153.78791169196 3813620.9404995353, 237152.8171798751 3813621.084493998, 237151.86523632272 3813621.322943445, 237150.94124877162 3813621.653551477, 237150.054115727 3813622.0731341587, 237149.21238076506 3813622.5776506793, 237148.42415025362 3813623.1622422687, 237147.6970152834 3813623.8212789902, 237147.03797856162 3813624.5484139607, 237146.45338697222 3813625.336644472, 237145.94887045177 3813626.1783794337, 237145.52928777016 3813627.0655124784, 237145.19867973795 3813627.9895000295, 237144.96023029124 3813628.941443582, 237144.81623582853 3813629.912175399, 237144.76808309526 3813630.892346802, 237144.81623582853 3813631.8725182055, 237144.96023029124 3813632.8432500223, 237145.19867973795 3813633.795193575, 237145.52928777016 3813634.719181126, 237145.94887045177 3813635.6063141706, 237146.45338697222 3813636.4480491322, 237147.03797856162 3813637.2362796436, 237147.6970152834 3813637.963414614, 237148.42415025362 3813638.6224513357, 237149.21238076506 3813639.207042925, 237150.054115727 3813639.7115594456, 237150.94124877162 3813640.1311421273, 237151.86523632272 3813640.4617501595, 237152.8171798751 3813640.7001996064, 237153.78791169196 3813640.844194069, 237154.76808309526 3813640.892346802, 237155.74825449855 3813640.844194069, 237156.71898631542 3813640.7001996064, 237157.6709298678 3813640.4617501595, 237158.5949174189 3813640.1311421273, 237159.48205046353 3813639.7115594456, 237160.32378542545 3813639.207042925, 237160.71801946894 3813638.914659031, 237161.481814463 3813639.372460133, 237162.36894750764 3813639.7920428147, 237163.29293505874 3813640.122650847, 237164.24487861112 3813640.3611002937, 237165.215610428 3813640.5050947564, 237166.19578183128 3813640.5532474895, 237167.17595323457 3813640.5050947564, 237168.14668505144 3813640.3611002937, 237169.09862860382 3813640.122650847, 237170.02261615492 3813639.7920428147, 237170.90974919955 3813639.372460133, 237171.75148416148 3813638.8679436124, 237172.14519761535 3813638.575945814, 237172.90651320262 3813639.0322608165, 237173.79364624724 3813639.4518434983, 237174.71763379834 3813639.7824515305, 237175.66957735072 3813640.0209009773, 237176.6403091676 3813640.16489544, 237177.62048057088 3813640.213048173, 237178.60065197418 3813640.16489544, 237179.57138379104 3813640.0209009773, 237180.52332734343 3813639.7824515305, 237181.44731489453 3813639.4518434983, 237182.33444793915 3813639.0322608165, 237183.17618290108 3813638.527744296, 237183.96441341253 3813637.9431527066, 237184.69154838275 3813637.284115985, 237185.35058510452 3813636.5569810146, 237185.93517669392 3813635.768750503, 237186.43969321437 3813634.9270155416, 237186.859275896 3813634.039882497, 237187.1898839282 3813633.115894946, 237187.4283333749 3813632.163951393, 237187.5723278376 3813631.1932195765, 237187.62048057088 3813630.213048173, 237187.5723278376 3813629.2328767697, 237187.4283333749 3813628.262144953, 237187.1898839282 3813627.3102014004, 237186.859275896 3813626.3862138493, 237186.43969321437 3813625.4990808046, 237185.93517669392 3813624.657345843, 237185.35058510452 3813623.8691153317, 237184.69154838275 3813623.141980361, 237184.2740998849 3813622.763627097, 237184.52224923478 3813622.5387176364, 237185.18128595655 3813621.811582666, 237185.76587754596 3813621.0233521545, 237186.2703940664 3813620.181617193, 237186.68997674802 3813619.2944841483, 237187.02058478023 3813618.370496597, 237187.25903422694 3813617.4185530446, 237187.40302868964 3813616.447821228, 237187.45118142292 3813615.4676498245, 237187.40302868964 3813614.487478421, 237187.25903422694 3813613.5167466043, 237187.02058478023 3813612.5648030518, 237186.68997674802 3813611.6408155006, 237186.2703940664 3813610.753682456, 237186.2230329654 3813610.6746652327, 237186.79487775225 3813610.817904895, 237187.76560956912 3813610.961899358, 237188.74578097241 3813611.010052091, 237189.7259523757 3813610.961899358, 237190.69668419258 3813610.817904895, 237191.64862774496 3813610.5794554483, 237192.57261529606 3813610.248847416, 237193.45974834068 3813609.8292647344, 237194.3014833026 3813609.324748214, 237195.08971381406 3813608.7401566245, 237195.81684878428 3813608.081119903, 237196.47588550605 3813607.3539849324, 237197.06047709545 3813606.565754421, 237197.5649936159 3813605.7240194594, 237197.98457629752 3813604.836886415, 237198.31518432972 3813603.9128988637, 237198.55363377644 3813602.960955311, 237198.69762823914 3813601.9902234944, 237198.74578097241 3813601.010052091, 237198.69762823914 3813600.0298806876, 237198.55363377644 3813599.059148871, 237198.31518432972 3813598.1072053183, 237197.98457629752 3813597.183217767, 237197.5649936159 3813596.2960847225, 237197.06047709545 3813595.454349761, 237196.47588550605 3813594.6661192495, 237195.81684878428 3813593.938984279, 237195.08971381406 3813593.2799475575, 237194.3014833026 3813592.695355968, 237193.45974834068 3813592.1908394475, 237192.57261529606 3813591.771256766, 237191.64862774496 3813591.4406487336, 237190.69668419258 3813591.202199287, 237189.7259523757 3813591.058204824, 237188.74578097241 3813591.010052091, 237187.76560956912 3813591.058204824))",[169484737],
51,16.0,3.0,True,"(237483.92824517842, 3813649.2526490986)","POLYGON ((237481.97734195826 3813638.9547105925, 237481.02539840588 3813639.1931600394, 237480.10141085478 3813639.5237680716, 237479.21427781016 3813639.9433507533, 237478.37254284823 3813640.447867274, 237477.58431233678 3813641.032458863, 237476.85717736656 3813641.691495585, 237476.1981406448 3813642.4186305553, 237475.6135490554 3813643.2068610666, 237475.10903253494 3813644.0485960282, 237474.68944985332 3813644.935729073, 237474.35884182111 3813645.859716624, 237474.1203923744 3813646.8116601766, 237473.9763979117 3813647.7823919933, 237473.92824517842 3813648.7625633967, 237473.9763979117 3813649.7427348, 237474.1203923744 3813650.713466617, 237474.35884182111 3813651.6654101694, 237474.68944985332 3813652.5893977205, 237475.10903253494 3813653.476530765, 237475.6135490554 3813654.318265727, 237476.1981406448 3813655.106496238, 237476.85717736656 3813655.8336312086, 237477.58431233678 3813656.49266793, 237478.37254284823 3813657.0772595196, 237479.21427781016 3813657.58177604, 237480.10141085478 3813658.001358722, 237481.02539840588 3813658.331966754, 237481.97734195826 3813658.570416201, 237482.94807377513 3813658.7144106636, 237483.92824517842 3813658.7625633967, 237484.90841658172 3813658.7144106636, 237485.87914839858 3813658.570416201, 237486.83109195097 3813658.331966754, 237487.75507950207 3813658.001358722, 237488.6422125467 3813657.58177604, 237489.48394750862 3813657.0772595196, 237490.27217802007 3813656.49266793, 237490.9993129903 3813655.8336312086, 237491.65834971206 3813655.106496238, 237492.24294130146 3813654.318265727, 237492.7474578219 3813653.476530765, 237493.16704050353 3813652.5893977205, 237493.49764853573 3813651.6654101694, 237493.73609798244 3813650.713466617, 237493.88009244515 3813649.7427348, 237493.92824517842 3813648.7625633967, 237493.88009244515 3813647.7823919933, 237493.73609798244 3813646.8116601766, 237493.49764853573 3813645.859716624, 237493.16704050353 3813644.935729073, 237492.7474578219 3813644.0485960282, 237492.24294130146 3813643.2068610666, 237491.65834971206 3813642.4186305553, 237490.9993129903 3813641.691495585, 237490.27217802007 3813641.032458863, 237489.48394750862 3813640.447867274, 237488.6422125467 3813639.9433507533, 237487.75507950207 3813639.5237680716, 237486.83109195097 3813639.1931600394, 237485.87914839858 3813638.9547105925, 237484.90841658172 3813638.81071613, 237483.92824517842 3813638.7625633967, 237482.94807377513 3813638.81071613, 237481.97734195826 3813638.9547105925))",[18619069],
53,16.0,3.0,True,"(237600.54198035624, 3813679.717066504)","POLYGON ((237610.98645769313 3813669.4255199204, 237610.01572587626 3813669.569514383, 237609.06378232388 3813669.80796383, 237608.13979477278 3813670.138571862, 237607.25266172815 3813670.558154544, 237606.41092676623 3813671.0626710644, 237606.0172133119 3813671.354668863, 237605.25589772398 3813670.8983538602, 237604.36876467936 3813670.4787711785, 237603.44477712826 3813670.1481631463, 237602.49283357587 3813669.9097136995, 237601.522101759 3813669.765719237, 237600.5419303557 3813669.7175665037, 237599.56175895242 3813669.765719237, 237598.59102713555 3813669.9097136995, 237597.63908358317 3813670.1481631463, 237596.71509603207 3813670.4787711785, 237595.82796298745 3813670.8983538602, 237594.98622802552 3813671.402870381, 237594.59330496323 3813671.6942819846, 237593.83129898433 3813671.2375531774, 237592.9441659397 3813670.8179704957, 237592.0201783886 3813670.4873624635, 237591.06823483622 3813670.2489130166, 237590.09750301935 3813670.104918554, 237589.11733161606 3813670.056765821, 237588.13716021276 3813670.104918554, 237587.1664283959 3813670.2489130166, 237586.2144848435 3813670.4873624635, 237585.29049729242 3813670.8179704957, 237584.4033642478 3813671.2375531774, 237583.56162928586 3813671.742069698, 237582.7733987744 3813672.3266612873, 237582.0462638042 3813672.985698009, 237581.38722708242 3813673.7128329794, 237580.80263549302 3813674.5010634908, 237580.29811897257 3813675.3427984524, 237579.87853629095 3813676.229931497, 237579.54792825875 3813677.153919048, 237579.30947881204 3813678.1058626007, 237579.16548434933 3813679.0765944174, 237579.11733161606 3813680.056765821, 237579.16548434933 3813681.036937224, 237579.30947881204 3813682.007669041, 237579.54792825875 3813682.9596125935, 237579.87853629095 3813683.8836001446, 237580.29811897257 3813684.7707331893, 237580.80263549302 3813685.612468151, 237581.38722708242 3813686.4006986623, 237582.0462638042 3813687.1278336328, 237582.7733987744 3813687.7868703543, 237583.56162928586 3813688.3714619437, 237584.4033642478 3813688.8759784643, 237585.29049729242 3813689.295561146, 237586.2144848435 3813689.626169178, 237587.1664283959 3813689.864618625, 237588.13716021276 3813690.0086130877, 237589.11733161606 3813690.056765821, 237590.09750301935 3813690.0086130877, 237591.06823483622 3813689.864618625, 237592.0201783886 3813689.626169178, 237592.9441659397 3813689.295561146, 237593.83129898433 3813688.8759784643, 237594.67303394625 3813688.3714619437, 237595.0659570085 3813688.08005034, 237595.82796298745 3813688.536779147, 237596.71509603207 3813688.956361829, 237597.63908358317 3813689.286969861, 237598.59102713555 3813689.525419308, 237599.56175895242 3813689.6694137705, 237600.5419303557 3813689.7175665037, 237601.522101759 3813689.6694137705, 237602.49283357587 3813689.525419308, 237603.44477712826 3813689.286969861, 237604.36876467936 3813688.956361829, 237605.25589772398 3813688.536779147, 237606.0976326859 3813688.0322626266, 237606.4913461404 3813687.740264828, 237607.25266172815 3813688.1965798307, 237608.13979477278 3813688.6161625125, 237609.06378232388 3813688.9467705446, 237610.01572587626 3813689.1852199915, 237610.98645769313 3813689.329214454, 237611.96662909642 3813689.3773671873, 237612.94680049972 3813689.329214454, 237613.91753231658 3813689.1852199915, 237614.86947586897 3813688.9467705446, 237615.79346342006 3813688.6161625125, 237616.6805964647 3813688.1965798307, 237617.52233142662 3813687.69206331, 237618.31056193807 3813687.107471721, 237619.0376969083 3813686.448434999, 237619.69673363006 3813685.7213000287, 237620.28132521946 3813684.9330695174, 237620.7858417399 3813684.0913345558, 237621.20542442153 3813683.204201511, 237621.53603245373 3813682.28021396, 237621.77448190044 3813681.3282704074, 237621.91847636315 3813680.3575385907, 237621.96662909642 3813679.3773671873, 237621.91847636315 3813678.397195784, 237621.77448190044 3813677.426463967, 237621.53603245373 3813676.4745204146, 237621.20542442153 3813675.5505328635, 237620.7858417399 3813674.663399819, 237620.28132521946 3813673.821664857, 237619.69673363006 3813673.033434346, 237619.0376969083 3813672.3062993754, 237618.31056193807 3813671.647262654, 237617.52233142662 3813671.0626710644, 237616.6805964647 3813670.558154544, 237615.79346342006 3813670.138571862, 237614.86947586897 3813669.80796383, 237613.91753231658 3813669.569514383, 237612.94680049972 3813669.4255199204, 237611.96662909642 3813669.3773671873, 237610.98645769313 3813669.4255199204))",[18619435],
